App ID	#f1818	#f1823	#f1831	#fMS	#fThomas
C18_app469	words, 	words, 	words, 	<del rend="strikethrough" sID="c57-0020__main__d3e4393"/>sounds<del eID="c57-0020__main__d3e4393"/> words <lb n="c57-0020__main__21"/> 	words, 
C18_app470	without being able as yet to understand 	without being able as yet to understand 	without being able as yet to understand 	without being able <metamark function="insert">^</metamark>as yet to understand 	without being able as yet to understand 
C18_app471				<del rend="strikethrough" sID="c57-0020__main__d3e4410"/>th<del eID="c57-0020__main__d3e4410"/> 	
C18_app472	or 	or 	or 	or 	or 
C18_app473				<lb n="c57-0020__main__22"/> 	
C18_app474	apply 	apply 	apply 	apply 	apply 
C18_app475	them; 	them; 	them; 	them – <del rend="strikethrough" sID="c57-0020__main__d3e4416"/>Among these<del eID="c57-0020__main__d3e4416"/> 	them; 
C18_app476	such as 	such as 	such as 	Such as 	such as 
C18_app477	<hi sID="novel1_letter4_chapter11_div4_div12_p9_hi11"/>good<hi eID="novel1_letter4_chapter11_div4_div12_p9_hi11"/>, <hi sID="novel1_letter4_chapter11_div4_div12_p9_hi12"/>dearest<hi eID="novel1_letter4_chapter11_div4_div12_p9_hi12"/>, <hi sID="novel1_letter4_chapter11_div4_div12_p9_hi13"/>unhappy<hi eID="novel1_letter4_chapter11_div4_div12_p9_hi13"/>.<p eID="novel1_letter4_chapter11_div4_div12_p9"/><p sID="novel1_letter4_chapter11_div4_div12_p10"/>“I 	<hi sID="novel1_letter4_chapter11_div4_div11_p9_hi11"/>good<hi eID="novel1_letter4_chapter11_div4_div11_p9_hi11"/>, <hi sID="novel1_letter4_chapter11_div4_div11_p9_hi12"/>dearest<hi eID="novel1_letter4_chapter11_div4_div11_p9_hi12"/>, <hi sID="novel1_letter4_chapter11_div4_div11_p9_hi13"/>unhappy<hi eID="novel1_letter4_chapter11_div4_div11_p9_hi13"/>.<p eID="novel1_letter4_chapter11_div4_div11_p9"/><p sID="novel1_letter4_chapter11_div4_div11_p10"/>“I 	<hi sID="novel1_letter4_chapter12_div4_div12_p9_hi11"/>good<hi eID="novel1_letter4_chapter12_div4_div12_p9_hi11"/>, <hi sID="novel1_letter4_chapter12_div4_div12_p9_hi12"/>dearest<hi eID="novel1_letter4_chapter12_div4_div12_p9_hi12"/>, <hi sID="novel1_letter4_chapter12_div4_div12_p9_hi13"/>unhappy<hi eID="novel1_letter4_chapter12_div4_div12_p9_hi13"/>.<p eID="novel1_letter4_chapter12_div4_div12_p9"/><p sID="novel1_letter4_chapter12_div4_div12_p10"/>“I 	<shi rend="underline">good</shi><lb n="c57-0020__main__23"/><shi rend="underline">dearest</shi> – <shi rend="underline">unhappy</shi>.<milestone unit="tei:p"/><lb n="c57-0020__main__24"/> I 	<hi sID="novel1_letter4_chapter11_div4_div12_p8_hi11"/>good<hi eID="novel1_letter4_chapter11_div4_div12_p8_hi11"/>, <hi sID="novel1_letter4_chapter11_div4_div12_p8_hi12"/>dearest<hi eID="novel1_letter4_chapter11_div4_div12_p8_hi12"/>, <hi sID="novel1_letter4_chapter11_div4_div12_p8_hi13"/>unhappy<hi eID="novel1_letter4_chapter11_div4_div12_p8_hi13"/>.<p eID="novel1_letter4_chapter11_div4_div12_p8"/><p sID="novel1_letter4_chapter11_div4_div12_p9"/>“I 
C18_app478	spent the winter in this 	spent the winter in this 	spent the winter in this 	spent the winter in this 	spent the winter in this 
C18_app479	manner. 	manner. 	manner. 	manner– <lb n="c57-0020__main__25"/> 	manner. 
C18_app480	The gentle manners and beauty of the 	The gentle manners and beauty of the 	The gentle manners and beauty of the 	the gentle manners and beauty of the 	The gentle manners and beauty of the 
C18_app481	<pb n="060" xml:id="F1818_v2_064"/>cottagers 	<pb n="240" xml:id="F1823_v1_260"/>cottagers 		<lb n="c57-0020__main__26"/> 	<pb n="060" xml:id="F1818_v2_064"/>cottagers 
C18_app482			cottagers 	cottagers 	
C18_app483	greatly endeared them to 	greatly endeared them to 	greatly endeared them to 	greatly endeared them to 	greatly endeared them to 
C18_app484	me: when 	me: when 	me: when 	me–When <lb n="c57-0020__main__27"/> 	me: when 
C18_app485	they were 	they were 	they were 	they were 	they were 
C18_app486	unhappy, 	unhappy, 	unhappy, 	unhappy 	unhappy, 
C18_app487	I felt 	I felt 	I felt 	I felt 	I felt 
C18_app488	depressed; when they rejoiced, 	depressed; when they rejoiced, 	depressed; when they rejoiced, 	depressed and<lb n="c57-0021__main__1"/> 	depressed; when they rejoiced, 
C18_app489	I 	I 	I 	I 	I 
C18_app490	sympathized 	sympathized 	sympathised 	sympathized 	sympathized 
C18_app491	in their joys. I saw few 	in their joys. I saw few 	in their joys. I saw few 	in their joys. I saw few 	in their joys. I saw few 
C18_app492				<lb n="c57-0021__main__2"/> 	
C18_app493	human beings 	human beings 	human beings 	human beings 	human beings 
C18_app494	beside them; 	beside them; 	beside them; 	besides them, 	beside them; 
C18_app495	and if 	and if 	and if 	and if 	and if 
C18_app496				<lb n="c57-0021__main__3"/> 	
C18_app497	any other happened to enter the 	any other happened to enter the 	any other happened to enter the 	any other happened to enter the 	any other happened to enter the 
C18_app498	cottage, 	cottage, 	cottage, 	cottage <lb n="c57-0021__main__4"/> 	cottage, 
C18_app499	their harsh 	their harsh 	their harsh 	their harsh 	their harsh 
C18_app500				<del rend="strikethrough" sID="c57-0021__main__d3e4460"/>and rud<del eID="c57-0021__main__d3e4460"/> 	
C18_app501	manners and rude 	manners and rude 	manners and rude 	manners & rude 	manners and rude 
C18_app502				<lb n="c57-0021__main__5"/> 	
C18_app503	gait only enhanced to me 	gait only enhanced to me 	gait only enhanced to me 	gait only enhanced to me 	gait only enhanced to me 
C18_app504				<del rend="strikethrough" sID="c57-0021__main__d3e4466"/>th<del eID="c57-0021__main__d3e4466"/><del rend="strikethrough" sID="c57-0021__main__d3e4469"/>my friends<del eID="c57-0021__main__d3e4469"/><lb n="c57-0021__main__6"/> 	
C18_app505	the superior 	the superior 	the superior 	the superior 	the superior 
C18_app506	accomplishments 	accomplishments 	accomplishments 	advantages 	accomplishments 
C18_app507	of my friends. 	of my friends. 	of my friends. 	of my friends. 	of my friends. 
C18_app508				<lb n="c57-0021__main__7"/> 	
C18_app509	The 	The 	The 	The 	The 
C18_app510				<del rend="strikethrough" sID="c57-0021__main__d3e4480"/>Father<del eID="c57-0021__main__d3e4480"/> 	
C18_app511	old man, I could 	old man, I could 	old man, I could 	old man, I could 	old man, I could 
C18_app512	perceive, 	perceive, 	perceive, 	percieve, <lb n="c57-0021__main__8"/> 	perceive, 
C18_app513	often endeavoured to encourage his 	often endeavoured to encourage his 	often endeavoured to encourage his 	often endeavoured to encourage his 	often endeavoured to encourage his 
C18_app514	children, 	children, 	children, 	<lb n="c57-0021__main__9"/> children 	children, 
C18_app515	as 	as 	as 	as 	as 
C18_app516				I 	
C18_app517	sometimes 	sometimes 	sometimes 	sometimes 	sometimes 
C18_app518	I 	I 	I 		I 
C18_app519	found that 	found that 	found that 	found that 	found that 
C18_app520				<lb n="c57-0021__main__10"/> 	
C18_app521	he called 	he called 	he called 	he called 	he called 
C18_app522	them, 	them, 	them, 	them. 	them, 
C18_app523	to cast off their melancholy. He would talk in 	to cast off their melancholy. He would talk in 	to cast off their melancholy. He would talk in 	<metamark function="insert">^</metamark>to cast off their melancholy. He would talk in 	to cast off their melancholy. He would talk in 
C18_app524				<lb n="c57-0021__main__11"/> 	
C18_app525	a cheerful 	a cheerful 	a cheerful 	a cheerful 	a cheerful 
C18_app526	accent, 	accent, 	accent, 	accent 	accent, 
C18_app527	with an 	with an 	with an 	with an 	with an 
C18_app528	expression of 	expression of 	expression of 	<del rend="strikethrough" sID="c57-0021__main__d3e4506"/>aspect<del eID="c57-0021__main__d3e4506"/>expression of<lb n="c57-0021__main__12"/><del instant="true" rend="strikethrough" sID="c57-0021__main__d3e4515"/>godn<del eID="c57-0021__main__d3e4515"/> 	expression of 
C18_app529	goodness that 	goodness that 	goodness that 	goodness that 	goodness that 
C18_app530	bestowed pleasure even upon me. 	bestowed pleasure even upon me. 	bestowed pleasure even upon me. 	<del rend="strikethrough" sID="c57-0021__main__d3e4520"/>even<del eID="c57-0021__main__d3e4520"/><del rend="strikethrough" sID="c57-0021__main__d3e4523"/>gave<del eID="c57-0021__main__d3e4523"/><metamark function="insert">^</metamark><mdel>me</mdel><del rend="strikethrough" sID="c57-0021__main__d3e4535"/>delight.<del eID="c57-0021__main__d3e4535"/>bestowed pleasure<lb n="c57-0021__main__13"/><lb n="c57-0021__left_margin__1"/>even on me; 	bestowed pleasure even upon me. 
C18_app531	Agatha listened with 	Agatha listened with 	Agatha listened with 	Agatha listened with 	Agatha listened with 
C18_app532	respect, 	respect, 	respect, 	respect– 	respect, 
C18_app533	her eyes 	her eyes 	her eyes 	her eyes 	her eyes 
C18_app534				<lb n="c57-0021__main__14"/><del rend="strikethrough" sID="c57-0021__main__d3e4558"/>f<del eID="c57-0021__main__d3e4558"/> 	
C18_app535	sometimes filled with 	sometimes filled with 	sometimes filled with 	sometimes filled with 	sometimes filled with 
C18_app536	tears, 	tears, 	tears, 	tears 	tears, 
C18_app537	which 	which 	which 	which 	which 
C18_app538	she 	she 	she 	<lb n="c57-0021__main__15"/><metamark function="displacement" xml:id="c57-0021.02"></metamark><lb n="c57-0021__left_margin__1"/>she 	she 
C18_app539	endeavoured 	endeavoured 	endeavoured 	endeavoured 	endeavoured 
C18_app540	to wipe 	to wipe 	to wipe 	<shi rend="sup">to</shi>wipe<del rend="strikethrough" sID="c57-0021__main__d3e4577"/>d<del eID="c57-0021__main__d3e4577"/> 	to wipe 
C18_app541	away 	away 	away 	away 	away 
C18_app542	unperceived; 	unperceived; 	unperceived; 	unpercieved 	unperceived; 
C18_app543	but I generally found that her 	but I generally found that her 	but I generally found that her 	but I general<lb n="c57-0021__main__16"/>ly found that her 	but I generally found that her 
C18_app544	countenance 	countenance 	countenance 	manners 	countenance 
C18_app545	and tone 	and tone 	and tone 	and tone 	and tone 
C18_app546				<lb n="c57-0021__main__17"/> 	
C18_app547	were more cheerful after having 	were more cheerful after having 	were more cheerful after having 	were more cheerful after having 	were more cheerful after having 
C18_app548	listened 	listened 	listened 	listen<lb n="c57-0021__main__18"/>end 	listened 
C18_app549	to 	to 	to 	to 	to 
C18_app550				<del rend="strikethrough" sID="c57-0021__main__d3e4595"/>the<del eID="c57-0021__main__d3e4595"/> 	
C18_app551	the exhortations of her 	the exhortations of her 	the exhortations of her 	the exhortations of her 	the exhortations of her 
C18_app552	father. 	father. 	father. 	father <lb n="c57-0021__main__19"/> 	father. 
C18_app553	It was not thus with Felix. He 	It was not thus with Felix. He 	It was not thus with Felix. He 	It was not thus with Felix. He 	It was not thus with Felix. He 
C18_app554	<pb n="061" xml:id="F1818_v2_065"/>was 	<pb n="242" xml:id="F1823_v1_261"/>was 	was 	was 	<pb n="061" xml:id="F1818_v2_065"/>was 
C18_app555				<lb n="c57-0021__main__20"/> 	
C18_app556	always the saddest of the 	always the saddest of the 	always the saddest of the 	always the saddest of the 	always the saddest of the 
C18_app557	groupe; 	groupe; 	group; 	groupe And <lb n="c57-0021__main__21"/> 	groupe; 
C18_app558	and, 	and, 	and, 		and, 
C18_app559	even to my unpractised 	even to my unpractised 	even to my unpractised 	even to my unpractised 	even to my unpractised 
C18_app560	senses, 	senses, 	senses, 	senses 	senses, 
C18_app561	he 	he 	he 	he 	he 
C18_app562				<lb n="c57-0021__main__22"/> 	
C18_app563	appeared to have suffered more 	appeared to have suffered more 	appeared to have suffered more 	appeared to have suffered more 	appeared to have suffered more 
C18_app564				<lb n="c57-0021__main__23"/> 	
C18_app565	deeply than his friends. But if his 	deeply than his friends. But if his 	deeply than his friends. But if his 	deeply than his friends. But if his 	deeply than his friends. But if his 
C18_app566				<lb n="c57-0021__main__24"/> 	
C18_app567	countenance was more 	countenance was more 	countenance was more 	countenance was more 	countenance was more 
C18_app568	sorrowful, 	sorrowful, 	sorrowful, 	sorrowful <lb n="c57-0021__main__25"/> 	sorrowful, 
C18_app569	his voice was more cheerful than that of his 	his voice was more cheerful than that of his 	his voice was more cheerful than that of his 	his voice was more cheerful than <lb n="c57-0021__main__26"/><lb n="c57-0021__left_margin__1"/>that of his 	his voice was more cheerful than that of his 
C18_app570	sister, especially 	sister, especially 	sister, especially 	sister<del rend="strikethrough" sID="c57-0021__main__d3e4626"/>es<del eID="c57-0021__main__d3e4626"/> expecially 	sister, especially 
C18_app571	when he 	when he 	when he 	when he 	when he 
C18_app572				<lb n="c57-0021__main__27"/> 	
C18_app573	addressed the old 	addressed the old 	addressed the old 	addressed the old 	addressed the old 
C18_app574	man.<p eID="novel1_letter4_chapter11_div4_div12_p10"/><p sID="novel1_letter4_chapter11_div4_div12_p11"/>“I 	man.<p eID="novel1_letter4_chapter11_div4_div11_p10"/><p sID="novel1_letter4_chapter11_div4_div11_p11"/>“I 	man.<p eID="novel1_letter4_chapter12_div4_div12_p10"/><p sID="novel1_letter4_chapter12_div4_div12_p11"/>“I 	man—<milestone unit="tei:p"/><lb n="c57-0022__main__1"/> I 	man.<p eID="novel1_letter4_chapter11_div4_div12_p9"/><p sID="novel1_letter4_chapter11_div4_div12_p10"/>“I 
C18_app575	could mention innumerable 	could mention innumerable 	could mention innumerable 	could mention innumerable 	could mention innumerable 
C18_app576	instances, which, 	instances, which, 	instances, which, 	instances <lb n="c57-0022__main__2"/> which 	instances, which, 
C18_app577	although 	although 	although 	although 	although 
C18_app578	slight, 	slight, 	slight, 	slight 	slight, 
C18_app579	marked the 	marked the 	marked the 	marked the 	marked the 
C18_app580	dispositions of 	dispositions of 	dispositions of 	<del rend="strikethrough" sID="c57-0022__main__d3e4651"/>heart<del eID="c57-0022__main__d3e4651"/>dispositions<lb n="c57-0022__main__3"/><mdel>in</mdel><mdel/>of<del rend="strikethrough" sID="c57-0022__main__d3e4675" xml:id="c57-0022.02"/>which<del eID="c57-0022__main__d3e4675"/> 	dispositions of 
C18_app581	these amiable 	these amiable 	these amiable 	these amiable 	these amiable 
C18_app582	cottagers. 	cottagers. 	cottagers. 	cottagers shewed <lb n="c57-0022__main__4"/> their dispositions. 	cottagers. 
C18_app583	In the midst of poverty 	In the midst of poverty 	In the midst of poverty 	In the midst of poverty 	In the midst of poverty 
C18_app584				<lb n="c57-0022__main__5"/> 	
C18_app585	and 	and 	and 	and 	and 
C18_app586	want, 	want, 	want, 	want 	want, 
C18_app587	Felix carried with pleasure 	Felix carried with pleasure 	Felix carried with pleasure 	Felix carried with pleasure 	Felix carried with pleasure 
C18_app588				<lb n="c57-0022__main__6"/> 	
C18_app589	to his sister the 	to his sister the 	to his sister the 	to his sister the 	to his sister the 
C18_app590	first 	first 	first 	fist 	first 
C18_app591	little white flower 	little white flower 	little white flower 	little white flower 	little white flower 
C18_app592				<lb n="c57-0022__main__7"/> 	
C18_app593	that peeped out from beneath the 	that peeped out from beneath the 	that peeped out from beneath the 	that peeped out from beneath the 	that peeped out from beneath the 
C18_app594	snowy ground. Early in 	snowy ground. Early in 	snowy ground. Early in 	<del rend="strikethrough" sID="c57-0022__main__d3e4697"/>snow<del eID="c57-0022__main__d3e4697"/>snowy<del rend="strikethrough" sID="c57-0022__main__d3e4705"/>white<del eID="c57-0022__main__d3e4705"/> ground<lb n="c57-0022__main__8"/><lb n="c57-0022__left_margin__1"/>Early<mdel>I</mdel>in 	snowy ground. Early in 
C18_app595	the 	the 	the 	the 	the 
C18_app596	morning 	morning 	morning, 	morning 	morning 
C18_app597				<del rend="strikethrough" sID="c57-0022__main__d3e4732"/>early<del eID="c57-0022__main__d3e4732"/> 	
C18_app598	before 	before 	before 	before 	before 
C18_app599				<del rend="strikethrough" sID="c57-0022__main__d3e4735"/>any of the<del eID="c57-0022__main__d3e4735"/><lb n="c57-0022__main__9"/> 	
C18_app600	she had 	she had 	she had 	she had 	she had 
C18_app601	risen, 	risen, 	risen, 	risen 	risen, 
C18_app602	he 	he 	he 	he 	he 
C18_app603				had 	
C18_app604	cleared away the 	cleared away the 	cleared away the 	cleared away the 	cleared away the 
C18_app605				<lb n="c57-0022__main__10"/> 	
C18_app606	snow that obstructed her path to the 	snow that obstructed her path to the 	snow that obstructed her path to the 	snow that obst<metamark function="insert">^</metamark>ructed her path to the 	snow that obstructed her path to the 
C18_app607	milk-house, 	milk-house, 	milk-house, 	<lb n="c57-0022__main__11"/> milkhouse<mdel>–</mdel>; 	milk-house, 
C18_app608	drew water from the 	drew water from the 	drew water from the 	drew water from the 	drew water from the 
C18_app609	well, 	well, 	well, 	well <lb n="c57-0022__main__12"/> 	well, 
C18_app610	and brought the wood from the 	and brought the wood from the 	and brought the wood from the 	and brought the wood from the 	and brought the wood from the 
C18_app611	out-house, where, 	out-house, where, 	out-house, where, 	<del rend="overwritten" sID="c57-0022__main__d3e4770"/><del rend="strikethrough" sID="c57-0022__main__d3e4772"/>outhouse<del eID="c57-0022__main__d3e4772"/><del eID="c57-0022__main__d3e4770"/><metamark function="displacement" xml:id="c57-0022.05">X</metamark><lb n="c57-0022__left_margin__1"/><metamark function="displacement">X</metamark><lb n="c57-0022__left_margin__2"/> outhouse <lb n="c57-0022__left_margin__3"/> where 	out-house, where, 
C18_app612	to his 	to his 	to his 	to his 	to his 
C18_app613				<lb n="c57-0022__left_margin__4"/> 	
C18_app614	perpetual 	perpetual 	perpetual 	perpetual 	perpetual 
C18_app615	astonishment, 	astonishment, 	astonishment, 	<lb n="c57-0022__left_margin__5"/> astonishment <lb n="c57-0022__left_margin__6"/> 	astonishment, 
C18_app616	he found his 	he found his 	he found his 	he found his 	he found his 
C18_app617				<lb n="c57-0022__left_margin__7"/> 	
C18_app618	store always 	store always 	store always 	store always 	store always 
C18_app619	reple<pb n="062" xml:id="F1818_v2_066"/>nished 	reple<pb n="243" xml:id="F1823_v1_262"/>nished 		<lb n="c57-0022__left_margin__8"/> 	reple<pb n="062" xml:id="F1818_v2_066"/>nished 
C18_app620			replenished 	replenished 	
C18_app621	by 	by 	by 	by 	by 
C18_app622				<lb n="c57-0022__left_margin__9"/> 	
C18_app623	an invisible 	an invisible 	an invisible 	an invisible 	an invisible 
C18_app624				<lb n="c57-0022__left_margin__10"/> 	
C18_app625	hand. In the 	hand. In the 	hand. In the 	hand.<lb n="c57-0022__main__13"/> In the 	hand. In the 
C18_app626	day, 	day, 	day, 	day 	day, 
C18_app627	I 	I 	I 	I 	I 
C18_app628	believe, 	believe, 	believe, 	believe 	believe, 
C18_app629	he worked sometimes 	he worked sometimes 	he worked sometimes 	he worked sometimes 	he worked sometimes 
C18_app630				<lb n="c57-0022__main__14"/> 	
C18_app631	for a neighbouring farmer, 	for a neighbouring farmer, 	for a neighbouring farmer, 	for a neighbouring farmer, 	for a neighbouring farmer, 
C18_app632	because 	because 	because 	<del rend="strikethrough" sID="c57-0022__main__d3e4822"/>for<del eID="c57-0022__main__d3e4822"/>because 	because 
C18_app633	he 	he 	he 	he 	he 
C18_app634				<lb n="c57-0022__main__15"/> 	
C18_app635	often went 	often went 	often went 	often went 	often went 
C18_app636	forth, 	forth, 	forth, 	<del rend="strikethrough" sID="c57-0022__main__d3e4833"/>out<del eID="c57-0022__main__d3e4833"/>forth, 	forth, 
C18_app637	and did not return 	and did not return 	and did not return 	and did not return 	and did not return 
C18_app638	until 	until 	until 	<lb n="c57-0022__main__16"/> untill 	until 
C18_app639	dinner, yet brought no wood 	dinner, yet brought no wood 	dinner, yet brought no wood 	dinner, yet brought no wood 	dinner, yet brought no wood 
C18_app640				<lb n="c57-0022__main__17"/> 	
C18_app641	with 	with 	with 	with 	with 
C18_app642	him. 	him. 	him. 	him:– 	him. 
C18_app643	At other times he worked 	At other times he worked 	At other times he worked 	at other times he worked 	At other times he worked 
C18_app644				<lb n="c57-0022__main__18"/> 	
C18_app645	in the 	in the 	in the 	in the 	in the 
C18_app646	garden; but, 	garden; but, 	garden; but, 	garden but 	garden; but, 
C18_app647	as there was 	as there was 	as there was 	as there was 	as there was 
C18_app648	little 	little 	little 	litt<mdel>e</mdel>le<lb n="c57-0022__main__19"/> 	little 
C18_app649	to do in the frosty 	to do in the frosty 	to do in the frosty 	to do in the frosty 	to do in the frosty 
C18_app650	season, 	season, 	season, 	season 	season, 
C18_app651	he 	he 	he 	he 	he 
C18_app652				often <lb n="c57-0022__main__20"/> 	
C18_app653	read to the old man and 	read to the old man and 	read to the old man and 	read to the old man and 	read to the old man and 
C18_app654	Agatha.<p eID="novel1_letter4_chapter11_div4_div12_p11"/><p sID="novel1_letter4_chapter11_div4_div12_p12"/>“This 	Agatha.<p eID="novel1_letter4_chapter11_div4_div11_p11"/><p sID="novel1_letter4_chapter11_div4_div11_p12"/>“This 	Agatha.<p eID="novel1_letter4_chapter12_div4_div12_p11"/><p sID="novel1_letter4_chapter12_div4_div12_p12"/><pb n="97" xml:id="F1831_v_113"/>“This 	Agatha. <lb n="c57-0022__main__21"/> This 	Agatha.<p eID="novel1_letter4_chapter11_div4_div12_p10"/><p sID="novel1_letter4_chapter11_div4_div12_p11"/>“This 
C18_app655	reading had puzzled me extremely 	reading had puzzled me extremely 	reading had puzzled me extremely 	reading had puzzled me extremely 	reading had puzzled me extremely 
C18_app656				<lb n="c57-0022__main__22"/> 	
C18_app657	at 	at 	at 	at 	at 
C18_app658	first; but, 	first; but, 	first; but, 	first – but 	first; but, 
C18_app659	by 	by 	by 	by 	by 
C18_app660	degrees, 	degrees, 	degrees, 	degrees 	degrees, 
C18_app661	I discovered 	I discovered 	I discovered 	I discovered 	I discovered 
C18_app662				<lb n="c57-0022__main__23"/> 	
C18_app663	that he uttered many of the same 	that he uttered many of the same 	that he uttered many of the same 	that he uttered many of the same 	that he uttered many of the same 
C18_app664				<lb n="c57-0022__main__24"/> 	
C18_app665	sounds when he 	sounds when he 	sounds when he 	sounds when he 	sounds when he 
C18_app666	read 	read, 	read, 	read 	read 
C18_app667	as when he 	as when he 	as when he 	as when he 	as when he 
C18_app668	talked. 	talked. 	talked. 	talked; <lb n="c57-0022__main__25"/> 	talked. 
C18_app669	I 	I 	I 	I 	I 
C18_app670	conjectured, therefore, 	conjectured, therefore, 	conjectured, therefore, 	conjectured <del rend="strikethrough" sID="c57-0022__main__d3e4871"/>their<del eID="c57-0022__main__d3e4871"/> therefore 	conjectured, therefore, 
C18_app671	that he 	that he 	that he 	that he 	that he 
C18_app672				<lb n="c57-0022__main__26"/> 	
C18_app673	found on the paper signs for speech 	found on the paper signs for speech 	found on the paper signs for speech 	found on the paper signs for speech 	found on the paper signs for speech 
C18_app674				<lb n="c57-0022__main__27"/> 	
C18_app675	which he 	which he 	which he 	which he 	which he 
C18_app676	understood, 	understood, 	understood, 	understood 	understood, 
C18_app677	and I ardently longed 	and I ardently longed 	and I ardently longed 	and I ardently longed 	and I ardently longed 
C18_app678				<lb n="c57-0022__main__28"/> 	
C18_app679	to 	to 	to 	to 	to 
C18_app680	comprehend 	comprehend 	comprehend 	<del rend="strikethrough" sID="c57-0022__main__d3e4883"/>understand<del eID="c57-0022__main__d3e4883"/><metamark function="insert">^</metamark>comprehend 	comprehend 
C18_app681	these 	these 	these 	these 	these 
C18_app682				<del rend="strikethrough" sID="c57-0022__main__d3e4896"/>b<del eID="c57-0022__main__d3e4896"/> 	
C18_app683	also; 	also; 	also; 	also; 	also; 
C18_app684	but how was that possible, when I did not even understand the sounds for which they stood as signs? I improved, however, sensibly in this science, but not sufficiently to follow up any kind of 	but how was that possible, when I did not even understand the sounds for which they stood as signs? I improved, however, sensibly in this science, but not sufficiently to follow up any kind of 	but how was that possible, when I did not even understand the sounds for which they stood as signs? I improved, however, sensibly in this science, but not sufficiently to follow up any kind of 		but how was that possible, when I did not even understand the sounds for which they stood as signs? I improved, however, sensibly in this science, but not sufficiently to follow up any kind of 
C18_app685	<pb n="063" xml:id="F1818_v2_067"/>conversation, 	<pb n="244" xml:id="F1823_v1_263"/>conversation, 	conversation, 		<pb n="063" xml:id="F1818_v2_067"/>conversation, 
C18_app686	although I applied my whole mind to the endeavour: for I easily perceived that, although I eagerly longed to discover myself to the cottagers, I ought not to make the attempt until I had first become master of their language; which knowledge might enable me to make them overlook the deformity of my figure; for with this also the contrast perpetually presented to my eyes had made me acquainted.<p eID="novel1_letter4_chapter11_div4_div12_p12"/><p sID="novel1_letter4_chapter11_div4_div12_p13"/>“I had admired the perfect forms of my cottagers—their grace, beauty, and delicate complexions: 	although I applied my whole mind to the endeavour: for I easily perceived that, although I eagerly longed to discover myself to the cottagers, I ought not to make the attempt until I had first become master of their language; which knowledge might enable me to make them overlook the deformity of my figure; for with this also the contrast perpetually presented to my eyes had made me acquainted.<p eID="novel1_letter4_chapter11_div4_div11_p12"/><p sID="novel1_letter4_chapter11_div4_div11_p13"/>“I had admired the perfect forms of my cottagers—their grace, beauty, and delicate complexions: 	although I applied my whole mind to the endeavour: for I easily perceived that, although I eagerly longed to discover myself to the cottagers, I ought not to make the attempt until I had first become master of their language; which knowledge might enable me to make them overlook the deformity of my figure; for with this also the contrast perpetually presented to my eyes had made me acquainted.<p eID="novel1_letter4_chapter12_div4_div12_p12"/><p sID="novel1_letter4_chapter12_div4_div12_p13"/>“I had admired the perfect forms of my cottagers—their grace, beauty, and delicate complexions: 		although I applied my whole mind to the endeavour: for I easily perceived that, although I eagerly longed to discover myself to the cottagers, I ought not to make the attempt until I had first become master of their language; which knowledge might enable me to make them overlook the deformity of my figure; for with this also the contrast perpetually presented to my eyes had made me acquainted.<p eID="novel1_letter4_chapter11_div4_div12_p11"/><p sID="novel1_letter4_chapter11_div4_div12_p12"/>“I had admired the perfect forms of my cottagers—their grace, beauty, and delicate complexions: 
C18_app687	but how 	but how 	but how 	but how 	but how 
C18_app688	was I terrified, when I viewed myself in a transparent pool! At first I started back, unable to believe that it was indeed I who was reflected in the mirror; and when I became fully convinced that I was in reality the monster that I am, I was filled with the bitterest 	was I terrified, when I viewed myself in a transparent pool! At first I started back, unable to believe that it was indeed I who was reflected in the mirror; and when I became fully convinced that I was in reality the monster that I am, I was filled with the bitterest 	was I terrified, when I viewed myself in a transparent pool! At first I started back, unable to believe that it was indeed I who was reflected in the mirror; and when I became fully convinced that I was in reality the monster that I am, I was filled with the bitterest 		was I terrified, when I viewed myself in a transparent pool! At first I started back, unable to believe that it was indeed I who was reflected in the mirror; and when I became fully convinced that I was in reality the monster that I am, I was filled with the bitterest 
C18_app689	sen<pb n="064" xml:id="F1818_v2_068"/>sations 	sen<pb n="245" xml:id="F1823_v1_264"/>sations 	sensations 		sen<pb n="064" xml:id="F1818_v2_068"/>sations 
C18_app690	of despondence and mortification. Alas! I did not yet entirely know the fatal effects of this miserable deformity.<p eID="novel1_letter4_chapter11_div4_div12_p13"/><p sID="novel1_letter4_chapter11_div4_div12_p14"/>“As the sun became warmer, and the light of day longer, the snow vanished, and I beheld the bare trees and the black earth. From this time Felix was more 	of despondence and mortification. Alas! I did not yet entirely know the fatal effects of this miserable deformity.<p eID="novel1_letter4_chapter11_div4_div11_p13"/><p sID="novel1_letter4_chapter11_div4_div11_p14"/>“As the sun became warmer, and the light of day longer, the snow vanished, and I beheld the bare trees and the black earth. From this time Felix was more 	of despondence and mortification. Alas! I did not yet entirely know the fatal effects of this miserable deformity.<p eID="novel1_letter4_chapter12_div4_div12_p13"/><p sID="novel1_letter4_chapter12_div4_div12_p14"/>“As the sun became warmer, and the light of day longer, the snow vanished, and I beheld the bare trees and the black earth. From this time Felix was more 		of despondence and mortification. Alas! I did not yet entirely know the fatal effects of this miserable deformity.<p eID="novel1_letter4_chapter11_div4_div12_p12"/><p sID="novel1_letter4_chapter11_div4_div12_p13"/>“As the sun became warmer, and the light of day longer, the snow vanished, and I beheld the bare trees and the black earth. From this time Felix was more 
C18_app691	employed; 	employed: 	employed; 		employed; 
