App ID	#fMS	#f1818	#fThomas	#f1823	#f1831
C16_app581	with	with	with	with	with
C16_app582	<del rend="strikethrough" sID="c56-0124__main__d2e26222"/>express<del eID="c56-0124__main__d2e26222"/>				
C16_app583	words expressive of	words expressive of	words expressive of	words expressive of	words expressive of
C16_app584	utter <lb n="c56-0124__main__14"/>	furious	furious	furious	furious
C16_app585	detestation	detestation	detestation	detestation	detestation
C16_app586	<del rend="strikethrough" sID="c56-0124__main__d2e26227"/>and<del eID="c56-0124__main__d2e26227"/><del rend="strikethrough" sID="c56-0124__main__d2e26230"/>re<del eID="c56-0124__main__d2e26230"/>				
C16_app587	and	and	and	and	and
C16_app588	contempt – "Devil" <lb n="c56-0124__main__15"/>	contempt.<p eID="novel1_letter4_chapter9_div4_div10_p5"/><p sID="novel1_letter4_chapter9_div4_div10_p6"/>“Devil!”	contempt.<p eID="novel1_letter4_chapter9_div4_div10_p5"/><p sID="novel1_letter4_chapter9_div4_div10_p6"/>“Devil!”	contempt.<p eID="novel1_letter4_chapter9_div4_div9_p5"/><p sID="novel1_letter4_chapter9_div4_div9_p6"/>“Devil!”	contempt.<p eID="novel1_letter4_chapter10_div4_div10_p5"/><p sID="novel1_letter4_chapter10_div4_div10_p6"/>“Devil,”
C16_app589	I	I	I	I	I
C16_app590	exclaimed – "do	exclaimed, “do	exclaimed, “do	exclaimed, “do	exclaimed, “do
C16_app591	you dare approach	you dare approach	you dare approach	you dare approach	you dare approach
C16_app592	me <lb n="c56-0124__main__16"/>	me?	me?	me?	me?
C16_app593	and do not <metamark function="insert">^</metamark>you	and do not you	and do not you	and do not you	and do not you
C16_app594	dread	fear	fear	fear	fear
C16_app595	the fierce vengeance	the fierce vengeance	the fierce vengeance	the fierce vengeance	the fierce vengeance
C16_app596	<lb n="c56-0124__main__17"/>				
C16_app597	of my arm wreaked on your miserable	of my arm wreaked on your miserable	of my arm wreaked on your miserable	of my arm wreaked on your miserable	of my arm wreaked on your miserable
C16_app598	<lb n="c56-0124__main__18"/> head – Begone	head? Begone,	head? Begone,	head? Begone,	head? Begone,
C16_app599	vile	vile	vile	vile	vile
C16_app600	insect	insect!	insect!	insect!	insect!
C16_app601	or	or	or	or	or
C16_app602	<metamark function="insert">^</metamark>rather	rather	rather	rather	rather,
C16_app603	Stay	stay,	stay,	stay,	stay,
C16_app604	that	that	that	that	that
C16_app605	<lb n="c56-0124__main__19"/>				
C16_app606	I may trample you to	I may trample you to	I may trample you to	I may trample you to	I may trample you to
C16_app607	dust and oh	dust! and,	dust! and,	dust! and,	dust! and,
C16_app608		oh,	oh,	oh,	oh!
C16_app609	that	that	that	that	that
C16_app610	<lb n="c56-0124__main__20"/>				
C16_app611	I	I	I	I	I
C16_app612	could	could,	could,	could,	could,
C16_app613	with <metamark function="insert">^</metamark>the	with the	with the	with the	with the
C16_app614	<del rend="strikethrough" sID="c56-0124__main__d2e26284"/>end<del eID="c56-0124__main__d2e26284"/>extinction	extinction	extinction	extinction	extinction
C16_app615	of your miserable	of your miserable	of your miserable	of your miserable	of your miserable
C16_app616	existence <lb n="c56-0124__main__21"/>	<pb n="024" xml:id="F1818_v2_028"/>existence,	<pb n="024" xml:id="F1818_v2_028"/>existence,	exist<pb n="205" xml:id="F1823_v1_224"/>ence,	existence,
C16_app617	restore those	restore those	restore those	restore those	restore those
C16_app618	creatures	victims	victims	victims	victims
C16_app619	whom you	whom you	whom you	whom you	whom you
C16_app620	<lb n="c56-0124__main__22"/>				
C16_app621	have	have	have	have	have
C16_app622	diabollicaly murdered"<milestone unit="tei:p"/><lb n="c56-0124__main__23"/> "I	so diabolically murdered!”<p eID="novel1_letter4_chapter9_div4_div10_p6"/><p sID="novel1_letter4_chapter9_div4_div10_p7"/>“I	so diabolically murdered!”<p eID="novel1_letter4_chapter9_div4_div10_p6"/><p sID="novel1_letter4_chapter9_div4_div10_p7"/>“I	so diabolically murdered!”<p eID="novel1_letter4_chapter9_div4_div9_p6"/><p sID="novel1_letter4_chapter9_div4_div9_p7"/>“I	so diabolically murdered!”<p eID="novel1_letter4_chapter10_div4_div10_p6"/><p sID="novel1_letter4_chapter10_div4_div10_p7"/>“I
C16_app623	expected this	expected this	expected this	expected this	expected this
C16_app624	reception"	reception,”	reception,”	reception,”	reception,”
C16_app625	said the	said the	said the	said the	said the
C16_app626	dæmon <lb n="c56-0124__main__24"/> all	dæmon. “All	dæmon. “All	dæmon. “All	dæmon. “All
C16_app627	men hate <metamark function="insert">^</metamark>the	men hate the	men hate the	men hate the	men hate the
C16_app628	wretched –	wretched;	wretched;	wretched;	wretched;
C16_app629	how then	how then	how then	how then	how, then,
C16_app630	<lb n="c56-0124__main__25"/>				
C16_app631	must	must	must	must	must
C16_app632	<mdel>O</mdel>I	I	I	I	I
C16_app633	be	be	be	be	be
C16_app634	hated	hated,	hated,	hated,	hated,
C16_app635	who am miserable	who am miserable	who am miserable	who am miserable	who am miserable
C16_app636	<lb n="c56-0124__main__26"/>				
C16_app637	beyond	beyond	beyond	beyond	beyond
C16_app638	<del rend="strikethrough" sID="c56-0124__main__d2e26334"/>conception or<del eID="c56-0124__main__d2e26334"/><del rend="strikethrough" sID="c56-0124__main__d2e26337"/>idea<del eID="c56-0124__main__d2e26337"/>all	all	all	all	all
C16_app639	living	living	living	living	living
C16_app640	things. –	things!	things!	things!	things!
C16_app641	Yet	Yet	Yet	Yet	Yet
C16_app642	you <lb n="c56-0124__main__27"/><del rend="strikethrough" sID="c56-0124__main__d2e26346"/>my<del eID="c56-0124__main__d2e26346"/>	you,	you,	you,	you,
C16_app643	my	my	my	my	my
C16_app644	creator hate me	creator, detest	creator, detest	creator, detest	creator, detest
C16_app645	and spurn	and spurn	and spurn	and spurn	and spurn
C16_app646	me<lb n="c56-0125__main__1"/><del rend="strikethrough" sID="c56-0125__main__d2e26359"/>me<del eID="c56-0125__main__d2e26359"/>	me,	me,	me,	me,
C16_app647	thy	thy	thy	thy	thy
C16_app648	creature	creature,	creature,	creature,	creature,
C16_app649	to whom thou art	to whom thou art	to whom thou art	to whom thou art	to whom thou art
C16_app650	<lb n="c56-0125__main__2"/>				
C16_app651	bound	bound	bound	bound	bound
C16_app652	with	by	by	by	by
C16_app653	ties only dissoluble by the	ties only dissoluble by the	ties only dissoluble by the	ties only dissoluble by the	ties only dissoluble by the
C16_app654	<lb n="c56-0125__main__3"/> death	annihilation	annihilation	annihilation	annihilation
C16_app655	of one of us.	of one of us.	of one of us.	of one of us.	of one of us.
C16_app656	<del rend="strikethrough" sID="c56-0125__main__d2e26366"/>And<del eID="c56-0125__main__d2e26366"/><mdel>y</mdel>You <del rend="strikethrough" sID="c56-0125__main__d2e26381"/>wish<del eID="c56-0125__main__d2e26381"/>purpose	You purpose	You purpose	You purpose	You purpose
C16_app657	to kill	to kill	to kill	to kill	to kill
C16_app658	<lb n="c56-0125__main__4"/>				
C16_app659	me.	me.	me.	me.	me.
C16_app660	<del rend="strikethrough" sID="c56-0125__main__d2e26390"/>And<del eID="c56-0125__main__d2e26390"/><mdel>h</mdel>How	How	How	How	How
C16_app661	dare you sport thus	dare you sport thus	dare you sport thus	dare you sport thus	dare you sport thus
C16_app662	<lb n="c56-0125__main__5"/>				
C16_app663	with life? Do your duty towards	with life? Do your duty towards	with life? Do your duty towards	with life? Do your duty towards	with life? Do your duty towards
C16_app664	me <lb n="c56-0125__main__6"/>	me,	me,	me,	me,
C16_app665	and I will do mine towards you &<lb n="c56-0125__main__7"/> the rest of mankind. <metamark function="insert">^</metamark>If you	and I will do mine towards you and the rest of mankind. If you	and I will do mine towards you and the rest of mankind. If you	and I will do mine towards you and the rest of mankind. If you	and I will do mine towards you and the rest of mankind. If you
C16_app666		will	will	will	will
C16_app667	comply with my	comply with my	comply with my	comply with my	comply with my
C16_app668	conditions –I	conditions, I	conditions, I	conditions, I	conditions, I
C16_app669	will leave them	will leave them	will leave them	will leave them	will leave them
C16_app670	<lb n="c56-0125__main__8"/>				
C16_app671	and you at	and you at	and you at	and you at	and you at
C16_app672	peace –	peace;	peace;	peace;	peace;
C16_app673	but	but	but	but	but
C16_app674	as I am if <lb n="c56-0125__main__9"/> you do not comply with my conti condi <lb n="c56-0125__main__10"/> tionsbut				
C16_app675	if you	if you	if you	if you	if you
C16_app676	refuse	refuse,	refuse,	refuse,	refuse,
C16_app677	I <metamark function="insert">^</metamark>will glut the	I will glut the	I will glut the	I will glut the	I will glut the
C16_app678	<del rend="strikethrough" sID="c56-0125__main__d2e26449"/>t<del eID="c56-0125__main__d2e26449"/>				
C16_app679	maw of	maw of	maw of	maw of	maw of
C16_app680	death untill <lb n="c56-0125__main__11"/><mdel>he</mdel>it	death, until it	death, until it	death, until it	death, until it
C16_app681	be	be	be	be	be
C16_app682	<del rend="strikethrough" sID="c56-0125__main__d2e26464"/>satiate<del eID="c56-0125__main__d2e26464"/>				
C16_app683	satiated	satiated	satiated	satiated	satiated
C16_app684	even				
C16_app685	with	with	with	with	with
C16_app686	your <lb n="c56-0125__main__12"/> dearest friends."<milestone unit="tei:p"/><lb n="c56-0125__main__13"/> "<del rend="strikethrough" sID="c56-0125__main__d2e26474"/>Miserable<del eID="c56-0125__main__d2e26474"/><del rend="strikethrough" sID="c56-0125__main__d2e26477"/>wretch<del eID="c56-0125__main__d2e26477"/> Abhorred monster, <lb n="c56-0125__main__14"/> cried I furiously,	the blood of your remaining friends.”<p eID="novel1_letter4_chapter9_div4_div10_p7"/><p sID="novel1_letter4_chapter9_div4_div10_p8"/>“Abhorred monster!	the blood of your remaining friends.”<p eID="novel1_letter4_chapter9_div4_div10_p7"/><p sID="novel1_letter4_chapter9_div4_div10_p8"/>“Abhorred monster!	the blood of your remaining friends.”<p eID="novel1_letter4_chapter9_div4_div9_p7"/><p sID="novel1_letter4_chapter9_div4_div9_p8"/>“Abhorred monster!	the blood of your remaining friends.”<p eID="novel1_letter4_chapter10_div4_div10_p7"/><p sID="novel1_letter4_chapter10_div4_div10_p8"/>“Abhorred monster!
C16_app687	fiend that thou	fiend that thou	fiend that thou	fiend that thou	fiend that thou
C16_app688	art <lb n="c56-0125__main__15"/>	art!	art!	art!	art!
C16_app689	the tortures of Hell are too	the tortures of hell are too	the tortures of hell are too	the tortures of hell are too	the tortures of hell are too
C16_app690	<del rend="strikethrough" sID="c56-0125__main__d2e26486"/>soft for thee<del eID="c56-0125__main__d2e26486"/><lb n="c56-0125__left_margin__1"/>				
C16_app691	mild a	mild a	mild a	mild a	mild a
C16_app692	<lb n="c56-0125__left_margin__2"/>				
C16_app693	vengeance for	vengeance for	vengeance for	vengeance for	vengeance for
C16_app694	<lb n="c56-0125__left_margin__3"/>				
C16_app695	thy crimes.<lb n="c56-0125__main__16"/>	thy crimes.	thy crimes.	thy crimes.	thy crimes.
C16_app696	wretched	<pb n="025" xml:id="F1818_v2_029"/>Wretched	<pb n="025" xml:id="F1818_v2_029"/>Wretched	Wretched	Wretched
C16_app697	devil!	devil!	devil!	<pb n="206" xml:id="F1823_v1_225"/>devil!	devil!
C16_app698	you reproach me	you reproach me	you reproach me	you reproach me	you reproach me
C16_app699	<lb n="c56-0125__main__17"/>				
C16_app700	with your creation;	with your creation;	with your creation;	with your creation;	with your creation;
C16_app701	come,	come	come	come	come
C16_app702		on	on	on	on,
C16_app703		then,	then,	then,	then,
C16_app704	that I may	that I may	that I may	that I may	that I may
C16_app705	<lb n="c56-0125__main__18"/>				
C16_app706	extinguish the spark	extinguish the spark	extinguish the spark	extinguish the spark	extinguish the spark
C16_app707	that	which	which	which	which
C16_app708	I so negli<lb n="c56-0125__main__19"/>gently	I so negligently	I so negligently	I so negligently	I so negligently
C16_app709	bestowed." My	bestowed.”<p eID="novel1_letter4_chapter9_div4_div10_p8"/><p sID="novel1_letter4_chapter9_div4_div10_p9"/>My	bestowed.”<p eID="novel1_letter4_chapter9_div4_div10_p8"/><p sID="novel1_letter4_chapter9_div4_div10_p9"/>My	bestowed.”<p eID="novel1_letter4_chapter9_div4_div9_p8"/><p sID="novel1_letter4_chapter9_div4_div9_p9"/>My	bestowed.”<p eID="novel1_letter4_chapter10_div4_div10_p8"/><p sID="novel1_letter4_chapter10_div4_div10_p9"/>My
C16_app710	rage was without	rage was without	rage was without	rage was without	rage was without
C16_app711	<lb n="c56-0125__main__20"/> bounds	bounds;	bounds;	bounds;	bounds;
C16_app712	I	I	I	I	I
C16_app713	sprung	sprang	sprang	sprang	sprang
C16_app714	on	on	on	on	on
C16_app715	him <del next="#c56-0125.06" rend="strikethrough" sID="c56-0125__main__d2e26524"/>that I<del eID="c56-0125__main__d2e26524"/><del rend="strikethrough" sID="c56-0125__main__d2e26527"/>and<del eID="c56-0125__main__d2e26527"/><lb n="c56-0125__main__21"/><del rend="strikethrough" sID="c56-0125__main__d2e26535" xml:id="c56-0125.06"/>might destroy so hateful a monster–<del eID="c56-0125__main__d2e26535"/><del rend="strikethrough" sID="c56-0125__main__d2e26540"/>and<del eID="c56-0125__main__d2e26540"/>	him,	him,	him,	him,
C16_app716	impelled by all the feelings which can arm one<lb n="c56-0125__left_margin__1"/> being against	impelled by all the feelings which can arm one being against	impelled by all the feelings which can arm one being against	impelled by all the feelings which can arm one being against	impelled by all the feelings which can arm one being against
C16_app717	<lb n="c56-0125__left_margin__2"/>				
C16_app718	the existence	the existence	the existence	the existence	the existence
C16_app719	<lb n="c56-0125__left_margin__3"/>				
C16_app720	of	of	of	of	of
C16_app721	another.<lb n="c56-0125__main__22"/> He	another.<p eID="novel1_letter4_chapter9_div4_div10_p9"/><p sID="novel1_letter4_chapter9_div4_div10_p10"/>He easily	another.<p eID="novel1_letter4_chapter9_div4_div10_p9"/><p sID="novel1_letter4_chapter9_div4_div10_p10"/>He easily	another.<p eID="novel1_letter4_chapter9_div4_div9_p9"/><p sID="novel1_letter4_chapter9_div4_div9_p10"/>He easily	another.<p eID="novel1_letter4_chapter10_div4_div10_p9"/><p sID="novel1_letter4_chapter10_div4_div10_p10"/>He easily
C16_app722	eluded	eluded	eluded	eluded	eluded
C16_app723	me easily,	me,	me,	me,	me,
C16_app724	and	and	and	and	and
C16_app725	said – Be	said,<p eID="novel1_letter4_chapter9_div4_div10_p10"/><p sID="novel1_letter4_chapter9_div4_div10_p11"/>“Be	said,<p eID="novel1_letter4_chapter9_div4_div10_p10"/><p sID="novel1_letter4_chapter9_div4_div10_p11"/>“Be	said,<p eID="novel1_letter4_chapter9_div4_div9_p10"/><p sID="novel1_letter4_chapter9_div4_div9_p11"/>“Be	said—<p eID="novel1_letter4_chapter10_div4_div10_p10"/><p sID="novel1_letter4_chapter10_div4_div10_p11"/>“Be
C16_app726	calm! I entreat	calm! I entreat	calm! I entreat	calm! I entreat	calm! I entreat
C16_app727	<lb n="c56-0125__main__23"/><del rend="strikethrough" sID="c56-0125__main__d2e26569"/>h<del eID="c56-0125__main__d2e26569"/>				
C16_app728	you to hear me, before you give vent	you to hear me, before you give vent	you to hear me, before you give vent	you to hear me, before you give vent	you to hear me, before you give vent
C16_app729	<lb n="c56-0125__main__24"/>				
C16_app730	to your hatred	to your hatred	to your hatred	to your hatred	to your hatred
C16_app731	upon	on	on	on	on
C16_app732	my devoted	my devoted	my devoted	my devoted	my devoted
C16_app733	head–.	head.	head.	head.	head.
C16_app734	Have	Have	Have	Have	Have
C16_app735	<lb n="c56-0125__main__25"/>				
C16_app736	I not	I not	I not	I not	I not
C16_app737	suffer<del rend="strikethrough" sID="c56-0125__main__d2e26583"/>r<del eID="c56-0125__main__d2e26583"/>ed enough	suffered enough,	suffered enough,	suffered enough,	suffered enough,
C16_app738	that you	that you	that you	that you	that you
C16_app739	<lb n="c56-0125__main__26"/><del rend="strikethrough" sID="c56-0125__main__d2e26589"/>should<del eID="c56-0125__main__d2e26589"/> wish	seek	seek	seek	seek
C16_app740	to	to	to	to	to
C16_app741	encrease	increase	increase	increase	increase
C16_app742	my	my	my	my	my
C16_app743	misery–Life <lb n="c56-0125__main__27"/>	misery? Life,	misery? Life,	misery? Life,	misery? Life,
C16_app744	although it	although it	although it	although it	although it
C16_app745	be	may	may	may	may
C16_app746	only	only	only	only	only
C16_app747		be	be	be	be
C16_app748	an accumulation	an accumulation	an accumulation	an accumulation	an accumulation
C16_app749	<lb n="c56-0125__main__28"/>				
C16_app750	of	of	of	of	of
C16_app751	anguish	anguish,	anguish,	anguish,	anguish,
C16_app752	is dear	is dear	is dear	is dear	is dear
C16_app753	to	to	to	to	<pb n="84" xml:id="F1831_v_100"/>to
C16_app754	me	me,	me,	me,	me,
C16_app755	and I will defend	and I will defend	and I will defend	and I will defend	and I will defend
C16_app756	<lb n="c56-0125__main__29"/> it remember	it. Remember,	it. Remember,	it. Remember,	it. Remember,
C16_app757	thou hast made me more<lb n="c56-0126__main__1"/> powe<metamark function="insert">^</metamark>rful than	thou hast made me more powerful than	thou hast made me more powerful than	thou hast made me more powerful than	thou hast made me more powerful than
C16_app758	thyself	thyself;	thyself;	thyself;	thyself;
C16_app759	my height is superior	my height is superior	my height is superior	my height is superior	my height is superior
C16_app760	<lb n="c56-0126__main__2"/>				
C16_app761	to	to	to	to	to
C16_app762	yours	thine;	thine;	thine;	thine;
C16_app763	my joints more supple. But I	my joints more supple. But I	my joints more supple. But I	my joints more supple. But I	my joints more supple. But I
C16_app764	<lb n="c56-0126__main__3"/><del rend="strikethrough" sID="c56-0126__main__d2e26626"/>do not wish to trave<del eID="c56-0126__main__d2e26626"/><del rend="strikethrough" sID="c56-0126__main__d2e26632"/>you<del eID="c56-0126__main__d2e26632"/>will	will	will	will	will
C16_app765	not be tempted to set myself in opposition to	not be tempted to set myself in opposition to	not be tempted to set myself in opposition to	not be tempted to set myself in opposition to	not be tempted to set myself in opposition to
C16_app766	thee,	thee.	thee.	thee.	thee.
C16_app767	I am thy	I am thy	I am thy	I am thy	I am thy
C16_app768	<lb n="c56-0126__main__4"/> creature	creature,	creature,	creature,	creature,
C16_app769	and	and	and	and	and
C16_app770	<del rend="strikethrough" sID="c56-0126__main__d2e26642"/>I<del eID="c56-0126__main__d2e26642"/> wi<mdel>th</mdel>ll	I will	I will	I will	I will
C16_app771	be even mild and docile	be even mild and docile	be even mild and docile	be even mild and docile	be even mild and docile
C16_app772	<lb n="c56-0126__main__5"/><del rend="strikethrough" sID="c56-0126__main__d2e26661"/>to you<del eID="c56-0126__main__d2e26661"/><lb n="c56-0126__left_margin__1"/>to thee, <del rend="strikethrough" sID="c56-0126__main__d2e26681"/>my gentle master<del eID="c56-0126__main__d2e26681"/>my	to my	to my	to my	to my
C16_app773	natural	natural	natural	natural	natural
C16_app774	master	<pb n="026" xml:id="F1818_v2_030"/>lord	<pb n="026" xml:id="F1818_v2_030"/>lord	<pb n="207" xml:id="F1823_v1_226"/>lord	lord
C16_app775	& king,	and king,	and king,	and king,	and king,
C16_app776	–				
C16_app777	if	if	if	if	if
C16_app778	<del rend="strikethrough" sID="c56-0126__main__d2e26690"/>you<del eID="c56-0126__main__d2e26690"/>thou will <lb n="c56-0126__main__6"/>	thou wilt also	thou wilt also	thou wilt also	thou wilt also
C16_app779	perform	perform	perform	perform	perform
C16_app780	<del rend="strikethrough" sID="c56-0126__main__d2e26701"/>your<del eID="c56-0126__main__d2e26701"/>thy part also,	thy part,	thy part,	thy part,	thy part,
C16_app781	the which thou owest	the which thou owest	the which thou owest	the which thou owest	the which thou owest
C16_app782	me dut<mdel>y</mdel>ies<del rend="strikethrough" sID="c56-0126__main__d2e26719"/>towards<del eID="c56-0126__main__d2e26719"/><metamark function="insert">^</metamark>				
C16_app783	me.	me.	me.	me.	me.
C16_app784	Oh	Oh,	Oh,	Oh,	Oh,
C16_app785	Fran<lb n="c56-0126__main__7"/>kenstein,	Frankenstein,	Frankenstein,	Frankenstein,	Frankenstein,
C16_app786	do	be	be	be	be
C16_app787	not	not	not	not	not
C16_app788	be				
C16_app789	equitable to every	equitable to every	equitable to every	equitable to every	equitable to every
C16_app790	other <lb n="c56-0126__main__8"/>	other,	other,	other,	other,
C16_app791	and trample upon me	and trample upon me	and trample upon me	and trample upon me	and trample upon me
C16_app792	alone	alone,	alone,	alone,	alone,
C16_app793	to whom thy	to whom thy	to whom thy	to whom thy	to whom thy
C16_app794	<lb n="c56-0126__main__9"/> justice	justice,	justice,	justice,	justice,
C16_app795	& even	and even	and even	and even	and even
C16_app796	<del rend="strikethrough" sID="c56-0126__main__d2e26749"/>mere<del eID="c56-0126__main__d2e26749"/><del rend="strikethrough" sID="c56-0126__main__d2e26752"/>charity<del eID="c56-0126__main__d2e26752"/>they clemency, thy affection	thy clemency and affection,	thy clemency and affection,	thy clemency and affection,	thy clemency and affection,
C16_app797	is most	is most	is most	is most	is most
C16_app798	<lb n="c56-0126__main__10"/>				
C16_app799	due.	due.	due.	due.	due.
C16_app800	<del rend="strikethrough" sID="c56-0126__main__d2e26761"/>Remb<del eID="c56-0126__main__d2e26761"/> Remember	Remember,	Remember,	Remember,	Remember,
C16_app801	that I am	that I am	that I am	that I am	that I am
C16_app802	<lb n="c56-0126__main__11"/>				
C16_app803	thy	thy	thy	thy	thy
C16_app804	creature –	creature:	creature:	creature:	creature;
C16_app805	I ought to be Thy	I ought to be thy	I ought to be thy	I ought to be thy	I ought to be thy
C16_app806	Adam – <mdel>or</mdel><metamark function="insert">^</metamark>but	Adam; but	Adam; but	Adam; but	Adam; but
C16_app807	I am rather the	I am rather the	I am rather the	I am rather the	I am rather the
C16_app808	<lb n="c56-0126__main__12"/>				
C16_app809	fallen	fallen	fallen	fallen	fallen
C16_app810	angel <del rend="strikethrough" sID="c56-0126__main__d2e26789"/>for<del eID="c56-0126__main__d2e26789"/>whom	angel, whom	angel, whom	angel, whom	angel, whom
C16_app811	thou	thou	thou	thou	thou
C16_app812	driven	drivest	drivest	drivest	drivest
C16_app813	from joy for no	from joy for no	from joy for no	from joy for no	from joy for no
C16_app814	misdeed;	misdeed.	misdeed.	misdeed.	misdeed.
C16_app815	every where I see	Every where I see	Every where I see	Every where I see	Every where I see
C16_app816	<lb n="c56-0126__main__13"/> bliss	bliss,	bliss,	bliss,	bliss,
C16_app817	from	from	from	from	from
C16_app818	whi<del rend="overwritten" sID="c56-0126__main__d2e26803"/>ile<del eID="c56-0126__main__d2e26803"/>ch	which	which	which	which
C16_app819	I	I	I	I	I
C16_app820	alome	alone	alone	alone	alone
C16_app821	am	am	am	am	am
C16_app822	irrecoverably <lb n="c56-0126__main__14"/><del rend="strikethrough" sID="c56-0126__main__d2e26815"/>wretched<del eID="c56-0126__main__d2e26815"/><lb n="c56-0126__left_margin__1"/>excluded.	irrevocably excluded.	irrevocably excluded.	irrevocably excluded.	irrevocably excluded.
C16_app823	I was benevolent and	I was benevolent and	I was benevolent and	I was benevolent and	I was benevolent and
C16_app824	good: <lb n="c56-0126__main__15"/>	good;	good;	good;	good;
C16_app825	misery made me a fiend. Make me	misery made me a fiend. Make me	misery made me a fiend. Make me	misery made me a fiend. Make me	misery made me a fiend. Make me
C16_app826	<lb n="c56-0126__main__16"/> happy	happy,	happy,	happy,	happy,
C16_app827	and I shall again be	and I shall again be	and I shall again be	and I shall again be	and I shall again be
C16_app828	virtuous<milestone unit="tei:p"/><lb n="c56-0126__main__17"/> Begone replied I –	virtuous.”<p eID="novel1_letter4_chapter9_div4_div10_p11"/><p sID="novel1_letter4_chapter9_div4_div10_p12"/>“Begone!	virtuous.”<p eID="novel1_letter4_chapter9_div4_div10_p11"/><p sID="novel1_letter4_chapter9_div4_div10_p12"/>“Begone!	virtuous.”<p eID="novel1_letter4_chapter9_div4_div9_p11"/><p sID="novel1_letter4_chapter9_div4_div9_p12"/>“Begone!	virtuous.”<p eID="novel1_letter4_chapter10_div4_div10_p11"/><p sID="novel1_letter4_chapter10_div4_div10_p12"/>“Begone!
C16_app829	I	I	I	I	I
C16_app830	<del rend="strikethrough" sID="c56-0126__main__d2e26838"/>cannot and<del eID="c56-0126__main__d2e26838"/><lb n="c56-0126__main__18"/>				
C16_app831	will not hear you. there can be no	will not hear you. There can be no	will not hear you. There can be no	will not hear you. There can be no	will not hear you. There can be no
C16_app832	<lb n="c56-0126__main__19"/>				
C16_app833	community between you and	community between you and	community between you and	community between you and	community between you and
C16_app834	I–	me;	me;	me;	me;
C16_app835	We are	we are	we are	we are	we are
C16_app836	<lb n="c56-0126__main__20"/> enemies — Begone	enemies. Begone,	enemies. Begone,	enemies. Begone,	enemies. Begone,
C16_app837	or	or	or	or	or
C16_app838	<del rend="strikethrough" sID="c56-0126__main__d2e26847"/>allhow<del eID="c56-0126__main__d2e26847"/>				
C16_app839	let us try	let us try	let us try	let us try	let us try
C16_app840	<lb n="c56-0126__main__21"/>				
C16_app841	our	our	our	our	our
C16_app842	streng<del rend="strikethrough" sID="c56-0126__main__d2e26853"/>h<del eID="c56-0126__main__d2e26853"/>th	strength	strength	strength	strength
C16_app843	in a	in a	in a	in a	in a
C16_app844	fight	fight,	fight,	fight,	fight,
C16_app845	in which	in which	in which	in which	in which
C16_app846	<lb n="c56-0126__main__22"/>				
C16_app847	one must	one must	one must	one must	one must
C16_app848	fall."<milestone unit="tei:p"/><lb n="c56-0126__main__23"/>><del rend="strikethrough" sID="c56-0126__main__d2e26862"/>How<del eID="c56-0126__main__d2e26862"/> How	fall.”<p eID="novel1_letter4_chapter9_div4_div10_p12"/><p sID="novel1_letter4_chapter9_div4_div10_p13"/>“How	fall.”<p eID="novel1_letter4_chapter9_div4_div10_p12"/><p sID="novel1_letter4_chapter9_div4_div10_p13"/>“How	fall”<p eID="novel1_letter4_chapter9_div4_div9_p12"/><p sID="novel1_letter4_chapter9_div4_div9_p13"/>“How	fall.”<p eID="novel1_letter4_chapter10_div4_div10_p12"/><p sID="novel1_letter4_chapter10_div4_div10_p13"/>“How
C16_app849	can I move	can I move	can I move	can I move	can I move
C16_app850	you? said the <lb n="c56-0126__main__24"/> fiend—	thee?	thee?	thee?	thee?
C16_app851	Will no entreaties cause	Will no entreaties cause	Will no entreaties cause	Will no entreaties cause	Will no entreaties cause
C16_app852	you <lb n="c56-0126__main__25"/>	thee	thee	thee	thee
C16_app853	to turn a	to turn a	to turn a	to turn a	to turn a
C16_app854	favourable	favourable	favourable	favour<pb n="208" xml:id="F1823_v1_227"/>able	favourable
C16_app855	eye	<pb n="027" xml:id="F1818_v2_031"/>eye	<pb n="027" xml:id="F1818_v2_031"/>eye	eye	eye
C16_app856	upon thy	upon thy	upon thy	upon thy	upon thy
C16_app857	<lb n="c56-0126__main__26"/> creature	creature,	creature,	creature,	creature,
C16_app858	who implores thy goodness and	who implores thy goodness and	who implores thy goodness and	who implores thy goodness and	who implores thy goodness and
C16_app859	<lb n="c56-0126__main__27"/> compassion –	compassion.	compassion.	compassion.	compassion?
C16_app860	Believe me,	Believe me,	Believe me,	Believe me,	Believe me,
C16_app861	Frankenstien <lb n="c56-0126__main__28"/>	Frankenstein:	Frankenstein:	Frankenstein:	Frankenstein:
C16_app862	I was	I was	I was	I was	I was
C16_app863	benevolent —my	benevolent; my	benevolent; my	benevolent; my	benevolent; my
C16_app864	soul glowed with<lb n="c56-0127__main__1"/> love and	soul glowed with love and	soul glowed with love and	soul glowed with love and	soul glowed with love and
C16_app865	humanity	humanity:	humanity:	humanity:	humanity:
C16_app866	but am I not	but am I not	but am I not	but am I not	but am I not
C16_app867	alone <lb n="c56-0127__main__2"/>	alone,	alone,	alone,	alone,
C16_app868	miserably	miserably	miserably	miserably	miserably
C16_app869	alone – None to love me but <lb n="c56-0127__main__3"/> all fly<del rend="strikethrough" sID="c56-0127__main__d2e26896"/>and<del eID="c56-0127__main__d2e26896"/>	alone?	alone?	alone?	alone?
C16_app870	You, my	You, my	You, my	You, my	You, my
C16_app871	creator	creator,	creator,	creator,	creator,
