App ID	#fMS	#f1818	#fThomas	#f1823	#f1831
C16_app1163	<lb n="c56-0129__left_margin__2"/>				
C16_app1164	a	a	a	a	a
C16_app1165	confirma<lb n="c56-0129__left_margin__3"/>tion	confirmation	confirmation	confirmation	confirm<pb n="86" xml:id="F1831_v_102"/>ation
C16_app1166	or denial	or denial	or denial	or denial	or denial
C16_app1167	<lb n="c56-0129__left_margin__4"/>				
C16_app1168	of this opinion. For the first	of this opinion. For the first	of this opinion. For the first	of this opinion. For the first	of this opinion. For the first
C16_app1169	time also	time, also,	time, also,	time, also,	time, also,
C16_app1170	I felt	I felt	I felt	I felt	I felt
C16_app1171	<lb n="c56-0129__main__20"/>				
C16_app1172	what the duties of a creator towards his	what the duties of a creator towards his	what the duties of a creator towards his	what the duties of a creator towards his	what the duties of a creator towards his
C16_app1173	<lb n="c56-0129__main__21"/>				
C16_app1174	creature	creature	creature	creature	creature
C16_app1175	were	were,	were,	were,	were,
C16_app1176	and that I ought to	and that I ought to	and that I ought to	and that I ought to	and that I ought to
C16_app1177	<lb n="c56-0129__main__22"/>				
C16_app1178	render him happy before I complained	render him happy before I complained	render him happy before I complained	render him happy before I complained	render him happy before I complained
C16_app1179	<lb n="c56-0129__main__23"/>				
C16_app1180	of his wickedness. these motives urged me	of his wickedness. These motives urged me	of his wickedness. These motives urged me	of his wickedness. These motives urged me	of his wickedness. These motives urged me
C16_app1181	<lb n="c56-0129__main__24"/>				
C16_app1182	to comply with his	to comply with his	to comply with his	to comply with his	to comply with his
C16_app1183	<del rend="strikethrough" sID="c56-0129__main__d2e27727"/>request<del eID="c56-0129__main__d2e27727"/>demand –	demand.	demand.	demand.	demand.
C16_app1184	We crossed	We crossed	We crossed	We crossed	We crossed
C16_app1185	<lb n="c56-0129__main__25"/>				
C16_app1186	the	the	the	the	the
C16_app1187	ice	ice,	ice,	ice,	ice,
C16_app1188	therefore, and ascended the	therefore, and ascended the	therefore, and ascended the	therefore, and ascended the	therefore, and ascended the
C16_app1189	<lb n="c56-0129__main__26"/>				
C16_app1190	opposite	opposite	opposite	opposite	opposite
C16_app1191	rock.–	rock.	rock.	rock.	rock.
C16_app1192	The air was	The air was	The air was	The air was	The air was
C16_app1193	cold	cold,	cold,	cold,	cold,
C16_app1194	and	and	and	and	and
C16_app1195	<lb n="c56-0129__main__27"/>				
C16_app1196	the rain	the rain	the rain	the rain	the rain
C16_app1197	began				
C16_app1198	again	again	again	again	again
C16_app1199		began	began	began	began
C16_app1200	to	to	to	to	to
C16_app1201	descend–We <lb n="c56-0129__main__28"/>	descend: we	descend: we	descend: we	descend: we
C16_app1202	entered the	entered the	entered the	entered the	entered the
C16_app1203	hut –	hut,	hut,	hut,	hut,
C16_app1204	the fiend with an	the fiend with an	the fiend with an	the fiend with an	the fiend with an
C16_app1205	<lb n="c56-0129__main__29"/>				
C16_app1206	air of	air of	air of	air of	air of
C16_app1207	exultation	exultation,	exultation,	exultation,	exultation,
C16_app1208	I with a heavy<lb n="c56-0130__main__1"/>	I with a heavy	I with a heavy	I with a heavy	I with a heavy
C16_app1209	heart	heart,	heart,	heart,	heart,
C16_app1210	and depressed	and depressed	and depressed	and depressed	and depressed
C16_app1211	spirits –	spirits.	spirits.	spirits.	spirits.
C16_app1212	But I consented	But I consented	But I consented	But I consented	But I consented
C16_app1213	<lb n="c56-0130__main__2"/>				
C16_app1214	to	to	to	to	to
C16_app1215	listen and <del rend="strikethrough" sID="c56-0130__main__d2e27759"/>sitting<del eID="c56-0130__main__d2e27759"/>seating	listen; and, seating	listen; and, seating	listen; and, seating	listen; and, seating
C16_app1216	myself by the fire which	myself by the fire which	myself by the fire which	myself by the fire which	myself by the fire which
C16_app1217	he <lb n="c56-0130__main__3"/> lighted	my odious companion had lighted,	my odious companion had lighted,	my odious companion had lighted,	my odious companion had lighted,
C16_app1218	he thus	he thus	he thus	he thus	he thus
C16_app1219	<del rend="strikethrough" sID="c56-0130__main__d2e27768"/>began<del eID="c56-0130__main__d2e27768"/>				
C16_app1220	began his	began his	began his	began his	began his
C16_app1221	tale.	tale.<p eID="novel1_letter4_chapter9_div4_div10_p16"/><milestone n="9" type="end" unit="chapter"/>	tale.<p eID="novel1_letter4_chapter9_div4_div10_p16"/><milestone n="9" type="end" unit="chapter"/>	tale.<p eID="novel1_letter4_chapter9_div4_div9_p16"/><pb n="213" xml:id="F1823_v1_232"/><milestone n="9" type="end" unit="chapter"/>	tale.<p eID="novel1_letter4_chapter10_div4_div10_p16"/><milestone n="10" type="end" unit="chapter"/>
